tra_loss,tra_oa,tra_miou,val_loss,val_oa,val_miou
0.24960239493736514,0.9040224055449168,0.8492089498926092,0.1853580721295797,0.9570016402464646,0.8146561705149137
0.1077174613321269,0.9524656942597142,0.9009734723303053,0.08013798668980598,0.9522445568671594,0.9132952690124512
0.07584156102880284,0.963822074510433,0.9264991073696701,0.07234919415070461,0.9552854024446927,0.9207852115997901
0.08007247035426122,0.9540633106673205,0.9151506479139682,0.07366094423028138,0.9617275320566617,0.9221829359348004
0.07659563815428151,0.9562084994934223,0.9159626364707947,0.0676353585261565,0.9595477030827448,0.9232337841620812
0.08003505312458233,0.9597871491202602,0.917857187765616,0.06801518969810925,0.9555245821292584,0.9211642742156982
0.06360266309369493,0.9679449708373459,0.9339682790968153,0.06911643795095958,0.9675598190380976,0.9234429139357346
0.0745496603625792,0.9614136196948864,0.9266378217273288,0.07154307915614201,0.9662063855391282,0.920157409631289
0.06870167578260104,0.9637915635550464,0.927434261198397,0.06238768192437979,0.9642732968697181,0.9293805131545434
0.06446458882203808,0.9668297061213741,0.9318476253085666,0.06568366117202319,0.9648513839795039,0.9258702764144311
0.07352442556509266,0.9604960978031158,0.9241602509110062,0.06488129066733214,0.9598975731776311,0.9265179404845605
0.05720467806828243,0.9710199810840465,0.9376693732208676,0.06997606588097718,0.9530512965642489,0.9228770503631005
0.06332586864354434,0.9675027827421824,0.9364028606149886,0.06453703429836494,0.972760585638193,0.9258000208781316
0.06679196683345018,0.9671153834572545,0.9322496100708291,0.06602129368827893,0.9664565783280593,0.9285791149506202
0.05713745241087896,0.9674357032334363,0.9381462103790708,0.06219471876437847,0.9660612986637995,0.9302542622272785
0.0574692085178362,0.971938489763825,0.9413447093080591,0.06679727767522518,0.9754205896304204,0.9263853247349079
0.05207771062850952,0.9745313194062974,0.9481865874043217,0.05683272045392256,0.9627100000014672,0.9349032273659339
0.04932153745795841,0.9732149872514937,0.9457101413497219,0.061357201578525394,0.9619511228341323,0.931717757995312
0.05889850744494685,0.9716236856248643,0.9399071059845112,0.0651343553685225,0.956746403987591,0.9289222772304828
0.053350357338786125,0.9734947659351207,0.9459223195358559,0.05723114211398821,0.9626044493455154,0.9335805957133954
0.0541450358858263,0.9716158586519735,0.9427149395147959,0.05752563075377391,0.9565934447141794,0.9312959221693186
0.05997631181445387,0.9693613747755686,0.9399242356971458,0.060301338823942036,0.9636996113337003,0.9310231392200177
0.061190772939611365,0.9705998411885014,0.9366050980709217,0.0579282813347303,0.9674894672173721,0.9346067492778485
0.05099097235749165,0.9732038864382991,0.9457352315938031,0.0642548048725495,0.9576818851324228,0.9301077081606939
0.049668352516299044,0.973661356502109,0.9485811039253518,0.05729984893248631,0.9590960282545823,0.9333739143151504
0.04539287856055631,0.9762558815655885,0.9526067740387387,0.055382791046912856,0.9688286506212674,0.9356318895633404
0.0423166842924224,0.9792631809358243,0.955483803042659,0.05495124252942892,0.9664590542133038,0.9369345765847427
0.04578682700930922,0.9764690189449875,0.952647414472368,0.10223530232906342,0.9633466097024771,0.8936808109283447
0.06154121782768656,0.966031280932603,0.9300083562179848,0.05670638124530132,0.963161404316242,0.9353191577471219
0.0543117313473313,0.9709916633588297,0.9418531501734698,0.05936736040390455,0.967296471962562,0.9323501724463242
0.05168072323970221,0.9738080788541723,0.9455149935351478,0.061937935363787874,0.9561803982808039,0.9313404835187472
0.050706532404378606,0.977201893373772,0.9498169620831808,0.05856636137916492,0.9621300651476934,0.9341152310371399
0.04245060934098782,0.9778912542042909,0.9527478471950248,0.06293740725288025,0.955239263864664,0.9311852821936975
0.046985666905702266,0.972633758076915,0.9463609744001318,0.05545918786754975,0.972576168867258,0.935408000762646
0.05404786503425351,0.968895329369439,0.94086194479907,0.055920636997773096,0.9739948602823111,0.9358928386981671
0.04773644992598781,0.9759995727627365,0.9499176685456876,0.05107605528946106,0.9687164700948275,0.9396562026097224
0.049293904599768144,0.9739767246776156,0.9449635600602185,0.05167462132298029,0.967535138130188,0.9390486387106088
0.047800579867153255,0.9740928256953204,0.9473951933560548,0.05233663979631204,0.9720945908473089,0.939560958972344
0.047008037774099246,0.9772098550090084,0.9512807285344159,0.053882731268039115,0.9681926048718966,0.9383412462014419
0.04517316542289875,0.9745871833077183,0.9499943057696024,0.05123173273526705,0.9671946213795588,0.9407707269375141
0.0460231674283191,0.9766200438693717,0.9533541180469371,0.05649321182416035,0.9700620770454407,0.9339389159129217
0.053984400160886625,0.9721256814621113,0.9463461096639987,0.06269853734053098,0.9619868168464074,0.9316591620445251
0.05490393015659518,0.9729673012539193,0.9410871212129239,0.058460941968055874,0.9628335558451139,0.9332418304223281
0.04403811110252583,0.9762804276413388,0.9503514137532976,0.061765869649556965,0.966708820599776,0.9302206085278437
0.044309033149922336,0.9769206941127777,0.9523044703183351,0.057944138176166095,0.960151351415194,0.9366951951613793
0.04799728240403864,0.9763327947369328,0.9513151171030821,0.05211569798680452,0.9727665598575885,0.9387540037815387
0.04023214067435927,0.9790689978334639,0.9556299414899614,0.05731549371893589,0.961864343056312,0.9360565864122831
0.042709289153141004,0.9793622449592307,0.9564275862994017,0.05273411580576347,0.9666594175192026,0.9393229897205646
0.04505204719801744,0.9769001989452927,0.9543374489854883,0.054555171670821995,0.9646861094694871,0.9382578913982098
0.041708906181156635,0.9792047418929912,0.9572426720901772,0.051932829073988475,0.9680991218640254,0.9394569121874295
0.044756183987138445,0.9774444577870546,0.9533427291446261,0.07355348450633195,0.9755635765882639,0.9236356661869929
0.06395847457288592,0.9713403527383451,0.9394283394018809,0.060153839393303946,0.9592972489503714,0.9311683361346905
0.044320521565775074,0.9752392415647153,0.9505962619075069,0.055147891147778585,0.9654705937092121,0.9371927609810462
0.05991503416940018,0.9696712968526063,0.936661429979183,0.05459981554975876,0.9639875797125009,0.9368778467178345
0.045775254222529906,0.9762323995431265,0.9517007094842417,0.051526239285102256,0.9665014468706571,0.9394418459672195
0.04035404986805386,0.9783092163227223,0.9566924218778257,0.06005447014020039,0.9728601620747492,0.9316385021576514
0.055537265759927255,0.9714218455332296,0.9417557970241264,0.05286796448322443,0.9722576049657968,0.9377352182681744
0.07768607277561117,0.9668761646306073,0.9334875400419589,0.0723723631638747,0.9465050880725567,0.9236413423831646
0.0814445153982551,0.958333389626609,0.9212275953204544,0.061029385488766894,0.9646392785585843,0.9322158694267273
